include,text,sql,base_id,sql_id
,show me the how many female Primary teachers in Western Area Rural district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census where school_level = 'Primary' and district=""Western Area Rural"" group by year",15,207
,show me the how many female Pre-Primary teachers by district,"select 'total teachers' as 'group', year as 'key', sum(total_female_teachers) as 'value', 1 as queryType from census  where school_level = 'Pre-Primary' group by year, district",15,239
,histogram of pupil teacher ratio,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,16
,histogram of pupil teacher ratio in Kailahun district,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,52
,distribution of of student teacher ratio,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,16
,distribution of of student teacher ratio in Kailahun district,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,52
,show me the histogram of pupil teacher ratio,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,16
,show me the histogram of pupil teacher ratio in Kailahun district,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,52
,what is the histogram of pupil teacher ratio,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,16
,what is the histogram of pupil teacher ratio in Kailahun district,"select temp as 'group', year as 'key', count(*) as value, 5 as queryType from (select year, cast(pupil_teacher_ratio/5 as int)*5 as temp from census) group by year, temp",16,52
,histogram of pupil classroom ratio,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,17
,histogram of pupil classroom ratio in Falaba district,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,53
,distribution of of student classroom ratio,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,17
,distribution of of student classroom ratio in Falaba district,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,53
,show me the histogram of pupil classroom ratio,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,17
,show me the histogram of pupil classroom ratio in Falaba district,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,53
,what is the histogram of pupil classroom ratio,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,17
,what is the histogram of pupil classroom ratio in Falaba district,"select temp as 'group', year,  count(*) as value, 5 as queryType from (select year, cast(pupil_classroom_ratio/5 as int)*5 as temp from census) group by year, temp",17,53
1,histogram of distance to district hq,"select districthq_distance as 'group', year as 'key', count(*) as 'value', 5 as queryType from census group by districthq_distance, year",18,18
,distribution of of distance to district hq,"select districthq_distance as 'group', year as 'key', count(*) as 'value', 5 as queryType from census group by districthq_distance, year",18,18
,show me the histogram of distance to district hq,"select districthq_distance as 'group', year as 'key', count(*) as 'value', 5 as queryType from census group by districthq_distance, year",18,18
,what is the histogram of distance to district hq,"select districthq_distance as 'group', year as 'key', count(*) as 'value', 5 as queryType from census group by districthq_distance, year",18,18
,share schools with PTR over 50,"select 'total_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year) as 'value', 2 as queryType from census as b where pupil_teacher_ratio > 50 group by year",19,19
,share schools with PTR over 50 in Karene district,"select 'total_schools' as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Karene"" and  a.year = b.year) as 'value', 2 as queryType from census as b where b.district=""Karene"" and  pupil_teacher_ratio > 50 group by year",19,54
,share schools with PTR over 50 by district,"select district as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.district = b.district) as 'value', 2 as queryType from census as b where pupil_teacher_ratio > 50 group by year, district",19,86
,share schools with PTR over 50 by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.year = b.year and a.school_level = b.school_level) as 'value', 2 as queryType from census as b where pupil_teacher_ratio > 50 group by year, school_level",19,115
,share schools with PTR over 50 in Karene district by school level,"select school_level as 'group', year as 'key', 100*count(*) / (select cast(count(*) as real) from census as a where a.district=""Karene"" and  a.year = b.year) as 'value', 2 as queryType from census as b where b.district=""Karene"" and  pupil_teacher_ratio > 50 group by year, school_level",19,144
